"","Year","Region","age_bracket","Male","Female"
"485",1952,"Northern America","10-14",6660264,6547998.5
"486",1952,"Northern America","100+",1258.5,2723
"487",1952,"Northern America","15-19",6024816.5,5925231.5
"488",1952,"Northern America","20-24",6178598,6306814
"489",1952,"Northern America","25-29",6621845,6883223
"490",1952,"Northern America","30-34",6559948,6796734
"491",1952,"Northern America","35-39",6190592.5,6338090.5
"492",1952,"Northern America","40-44",5818401,5900384
"493",1952,"Northern America","45-49",5115481,5139904.5
"494",1952,"Northern America","5-9",8338217.5,8076304.5
"495",1952,"Northern America","50-54",4576150.5,4668029
"496",1952,"Northern America","55-59",4002161,4088830.5
"497",1952,"Northern America","60-64",3387705.5,3495397
"498",1952,"Northern America","65-69",2716182.5,2870618.5
"499",1952,"Northern America","70-74",1858646.5,2086118.5
"500",1952,"Northern America","75-79",1145390.5,1347519.5
"501",1952,"Northern America","80-84",587135,741263.5
"502",1952,"Northern America","85-89",224985.5,315597.5
"503",1952,"Northern America","90-94",59798,96503.5
"504",1952,"Northern America","95-99",10875,20276.5
"505",1952,"Oceania","0-4",835368.5,793137.5
"506",1952,"Oceania","10-14",564889,534313.5
"507",1952,"Oceania","100+",25.5,65
"508",1952,"Oceania","15-19",504604.5,474116
"509",1952,"Oceania","20-24",539891,493970.5
"510",1952,"Oceania","25-29",565223,516964.5
"511",1952,"Oceania","30-34",514735,483810.5
"512",1952,"Oceania","35-39",483014.5,456440
"513",1952,"Oceania","40-44",438718,397631
"514",1952,"Oceania","45-49",372600.5,332856.5
"515",1952,"Oceania","5-9",698111.5,656428
"516",1952,"Oceania","50-54",311685.5,297921
"517",1952,"Oceania","55-59",260446.5,271893.5
"518",1952,"Oceania","60-64",236281.5,245272.5
"519",1952,"Oceania","65-69",182041,196321
"520",1952,"Oceania","70-74",126210.5,144723
"521",1952,"Oceania","75-79",74290,90075
"522",1952,"Oceania","80-84",38884,50779
"523",1952,"Oceania","85-89",14462.5,20796
"524",1952,"Oceania","90-94",3311,5472
"525",1952,"Oceania","95-99",411,765.5
"526",1952,"South-Eastern Asia","0-4",14036989.5,13699960
"527",1952,"South-Eastern Asia","10-14",9879199.5,10022527
"528",1952,"South-Eastern Asia","100+",152,512.5
"529",1952,"South-Eastern Asia","15-19",9123026.5,9237423
"530",1952,"South-Eastern Asia","20-24",7975961.5,7998805
"531",1952,"South-Eastern Asia","25-29",6768522.5,6674482
"532",1952,"South-Eastern Asia","30-34",5728505,5632199.5
"533",1952,"South-Eastern Asia","35-39",5084182,4971040.5
"534",1952,"South-Eastern Asia","40-44",4424526,4333440.5
"535",1952,"South-Eastern Asia","45-49",3679048.5,3632180.5
"536",1952,"South-Eastern Asia","5-9",10701507,10809843
"537",1952,"South-Eastern Asia","50-54",2900666.5,2907259
"538",1952,"South-Eastern Asia","55-59",2109572,2242172.5
"539",1952,"South-Eastern Asia","60-64",1498769.5,1678676.5
"540",1952,"South-Eastern Asia","65-69",1018127,1190394
"541",1952,"South-Eastern Asia","70-74",630616.5,757698
"542",1952,"South-Eastern Asia","75-79",360292.5,441513
"543",1952,"South-Eastern Asia","80-84",162299.5,201565
"544",1952,"South-Eastern Asia","85-89",50076,68731
"545",1952,"South-Eastern Asia","90-94",10238,17853
"546",1952,"South-Eastern Asia","95-99",1096.5,2773.5
"547",1952,"Sub-Saharan Africa","0-4",15940727.5,15835683.5
"548",1952,"Sub-Saharan Africa","10-14",10542494.5,10560881
"549",1952,"Sub-Saharan Africa","100+",169.5,179.5
"550",1952,"Sub-Saharan Africa","15-19",9235157,9302544.5
"551",1952,"Sub-Saharan Africa","20-24",8096857.5,8169141.5
"552",1952,"Sub-Saharan Africa","25-29",7023069.5,7060137.5
"553",1952,"Sub-Saharan Africa","30-34",6067901,6067500.5
"554",1952,"Sub-Saharan Africa","35-39",5156172.5,5140439.5
"555",1952,"Sub-Saharan Africa","40-44",4311848.5,4319987
"556",1952,"Sub-Saharan Africa","45-49",3540177.5,3613753
"557",1952,"Sub-Saharan Africa","5-9",12452328.5,12355291.5
"558",1952,"Sub-Saharan Africa","50-54",2828757.5,3013092
"559",1952,"Sub-Saharan Africa","55-59",2217139.5,2457757
"560",1952,"Sub-Saharan Africa","60-64",1685123,1925505.5
"561",1952,"Sub-Saharan Africa","65-69",1230275.5,1444049
"562",1952,"Sub-Saharan Africa","70-74",811872,975285.5
"563",1952,"Sub-Saharan Africa","75-79",445132,564993
"564",1952,"Sub-Saharan Africa","80-84",193974.5,256578.5
"565",1952,"Sub-Saharan Africa","85-89",59944,80343
"566",1952,"Sub-Saharan Africa","90-94",11986,15644.5
"567",1952,"Sub-Saharan Africa","95-99",1751,2057
"568",1953,"Central and Southern Asia","0-4",42439863.5,40448246.5
"569",1953,"Central and Southern Asia","10-14",28313826,27106940
"570",1953,"Central and Southern Asia","100+",492.5,1056
"571",1953,"Central and Southern Asia","15-19",26384928,25238223
"572",1953,"Central and Southern Asia","20-24",23833834,22246644
"573",1953,"Central and Southern Asia","25-29",21311212.5,19441427
"574",1953,"Central and Southern Asia","30-34",18455001.5,16774962.5
"575",1953,"Central and Southern Asia","35-39",16038574,14562872.5
"576",1953,"Central and Southern Asia","40-44",14004758,12777327
"577",1953,"Central and Southern Asia","45-49",11918654,10772524.5
"578",1953,"Central and Southern Asia","5-9",31332965.5,30023571
"579",1953,"Central and Southern Asia","50-54",9736751.5,8849196
"580",1953,"Central and Southern Asia","55-59",7579605.5,7018802
"581",1953,"Central and Southern Asia","60-64",5551389,5174845
"582",1953,"Central and Southern Asia","65-69",4017502.5,3925646
"583",1953,"Central and Southern Asia","70-74",2329484,2242953.5
"584",1953,"Central and Southern Asia","75-79",1478679.5,1464713.5
"585",1953,"Central and Southern Asia","80-84",619383,650644
"586",1953,"Central and Southern Asia","85-89",185842,217590.5
"587",1953,"Central and Southern Asia","90-94",33454,49668.5
"588",1953,"Central and Southern Asia","95-99",4404.5,8020.5
"589",1953,"Eastern Asia","0-4",57461647.5,54771515
"590",1953,"Eastern Asia","10-14",36443352.5,32764979
"591",1953,"Eastern Asia","100+",244.5,819
"592",1953,"Eastern Asia","15-19",35414591.5,32098321.5
"593",1953,"Eastern Asia","20-24",31558526,29347732.5
"594",1953,"Eastern Asia","25-29",27663166,26330040.5
"595",1953,"Eastern Asia","30-34",23639319.5,23300551.5
"596",1953,"Eastern Asia","35-39",21612165,21182566
"597",1953,"Eastern Asia","40-44",19329760.5,18916124
"598",1953,"Eastern Asia","45-49",17221389,17159240
"599",1953,"Eastern Asia","5-9",41318494,37995983.5
"600",1953,"Eastern Asia","50-54",14524772.5,14466184.5
"601",1953,"Eastern Asia","55-59",12002681.5,12167164
"602",1953,"Eastern Asia","60-64",9309787,10047625
"603",1953,"Eastern Asia","65-69",6570622.5,7797532.5
"604",1953,"Eastern Asia","70-74",4023065.5,5500179
"605",1953,"Eastern Asia","75-79",2001692,3117719
"606",1953,"Eastern Asia","80-84",898684.5,1535293
"607",1953,"Eastern Asia","85-89",279668,580703.5
"608",1953,"Eastern Asia","90-94",54029.5,140638.5
"609",1953,"Eastern Asia","95-99",5111.5,15936.5
"610",1953,"Europe","0-4",28309009.5,27150726.5
"611",1953,"Europe","10-14",23504604,23177947.5
"612",1953,"Europe","100+",1230,4360.5
"613",1953,"Europe","15-19",24386349.5,24287365.5
"614",1953,"Europe","20-24",23772921.5,24149973.5
"615",1953,"Europe","25-29",22059492.5,24751951
"616",1953,"Europe","30-34",17112536,20875899.5
"617",1953,"Europe","35-39",14624937.5,18237423
"618",1953,"Europe","40-44",17971381,22085750
"619",1953,"Europe","45-49",16687959,20090246.5
"620",1953,"Europe","5-9",22806147,22173752
"621",1953,"Europe","50-54",14317971.5,18015588.5
"622",1953,"Europe","55-59",11169489.5,15056490
"623",1953,"Europe","60-64",8965820,12630524.5
"624",1953,"Europe","65-69",7304093.5,10557875
"625",1953,"Europe","70-74",5295864.5,7785453.5
"626",1953,"Europe","75-79",3380755.5,5127073.5
"627",1953,"Europe","80-84",1588826.5,2675822
"628",1953,"Europe","85-89",534282.5,1049345.5
"629",1953,"Europe","90-94",118033.5,288250.5
"630",1953,"Europe","95-99",14831,45379
"631",1953,"Latin America and the Caribbean","0-4",31242164,30612555
"632",1953,"Latin America and the Caribbean","10-14",20869142,20188410
"633",1953,"Latin America and the Caribbean","100+",777,1611
"634",1953,"Latin America and the Caribbean","15-19",17964479,17849285
"635",1953,"Latin America and the Caribbean","20-24",15854105,16376592
"636",1953,"Latin America and the Caribbean","25-29",13922254,14270664
"637",1953,"Latin America and the Caribbean","30-34",11697719,11691668
"638",1953,"Latin America and the Caribbean","35-39",10056184,9944176
"639",1953,"Latin America and the Caribbean","40-44",8886192,8705406
"640",1953,"Latin America and the Caribbean","45-49",7436026,7134261
"641",1953,"Latin America and the Caribbean","5-9",24542060,23996400
"642",1953,"Latin America and the Caribbean","50-54",6055985,5834338
"643",1953,"Latin America and the Caribbean","55-59",4630142,4553373
"644",1953,"Latin America and the Caribbean","60-64",3494981,3520200
"645",1953,"Latin America and the Caribbean","65-69",2499245,2615572
"646",1953,"Latin America and the Caribbean","70-74",1514118,1694160
"647",1953,"Latin America and the Caribbean","75-79",846224,1021303
"648",1953,"Latin America and the Caribbean","80-84",399813,519507
"649",1953,"Latin America and the Caribbean","85-89",146526,216630
"650",1953,"Latin America and the Caribbean","90-94",41313,64355
"651",1953,"Latin America and the Caribbean","95-99",7528,12832
"652",1953,"Northern Africa and Western Asia","0-4",9383702.5,8996219
"653",1953,"Northern Africa and Western Asia","10-14",5778782,5552150
"654",1953,"Northern Africa and Western Asia","100+",187.5,730.5
"655",1953,"Northern Africa and Western Asia","15-19",5500355,5281345
"656",1953,"Northern Africa and Western Asia","20-24",4930074.5,4762121.5
"657",1953,"Northern Africa and Western Asia","25-29",4209021,4155184.5
"658",1953,"Northern Africa and Western Asia","30-34",3414367,3420960
"659",1953,"Northern Africa and Western Asia","35-39",2871786.5,2890901
"660",1953,"Northern Africa and Western Asia","40-44",2576850.5,2618966
"661",1953,"Northern Africa and Western Asia","45-49",2245345,2312749.5
"662",1953,"Northern Africa and Western Asia","5-9",6806074,6485629
"663",1953,"Northern Africa and Western Asia","50-54",1873149.5,1980613
"664",1953,"Northern Africa and Western Asia","55-59",1502502,1622120.5
"665",1953,"Northern Africa and Western Asia","60-64",1132388,1262958
"666",1953,"Northern Africa and Western Asia","65-69",819695,956055.5
"667",1953,"Northern Africa and Western Asia","70-74",550586.5,665736
"668",1953,"Northern Africa and Western Asia","75-79",313931.5,404446.5
"669",1953,"Northern Africa and Western Asia","80-84",138479,188352
"670",1953,"Northern Africa and Western Asia","85-89",48676,74113
"671",1953,"Northern Africa and Western Asia","90-94",13209.5,24578
"672",1953,"Northern Africa and Western Asia","95-99",1837,4562
"673",1953,"Northern America","0-4",10112491.5,9770975
"674",1953,"Northern America","10-14",6919378.5,6838181.5
"675",1953,"Northern America","100+",1307.5,2816.5
"676",1953,"Northern America","15-19",6076280.5,5987201.5
"677",1953,"Northern America","20-24",6108749.5,6195226.5
"678",1953,"Northern America","25-29",6571669,6815158.5
"679",1953,"Northern America","30-34",6633671.5,6890227.5
"680",1953,"Northern America","35-39",6238872,6401233.5
"681",1953,"Northern America","40-44",5892534.5,5985718
"682",1953,"Northern America","45-49",5229626,5269804
"683",1953,"Northern America","5-9",8726462,8456244.5
"684",1953,"Northern America","50-54",4628898,4725918
"685",1953,"Northern America","55-59",4043741,4162772.5
"686",1953,"Northern America","60-64",3429613,3575966.5
"687",1953,"Northern America","65-69",2758100,2930603.5
"688",1953,"Northern America","70-74",1915981.5,2159942.5
"689",1953,"Northern America","75-79",1165551.5,1382551.5
"690",1953,"Northern America","80-84",604642.5,768825.5
"691",1953,"Northern America","85-89",232877,329712.5
"692",1953,"Northern America","90-94",62212.5,100700
"693",1953,"Northern America","95-99",11167.5,20865.5
"694",1953,"Oceania","0-4",852302.5,812160.5
"695",1953,"Oceania","10-14",584785,551526
"696",1953,"Oceania","100+",28.5,65.5
"697",1953,"Oceania","15-19",513773.5,484107
"698",1953,"Oceania","20-24",532791,487603
"699",1953,"Oceania","25-29",571777.5,519187
"700",1953,"Oceania","30-34",533592.5,498803.5
"701",1953,"Oceania","35-39",484196,460384.5
"702",1953,"Oceania","40-44",451833,412174.5
"703",1953,"Oceania","45-49",384907,344004.5
"704",1953,"Oceania","5-9",737515.5,692749.5
"705",1953,"Oceania","50-54",320083,301846.5
"706",1953,"Oceania","55-59",262652.5,273071.5
"707",1953,"Oceania","60-64",236393,249009
"708",1953,"Oceania","65-69",186363,202636
"709",1953,"Oceania","70-74",128892.5,148486
"710",1953,"Oceania","75-79",76022,93682.5
"711",1953,"Oceania","80-84",39065.5,51464.5
"712",1953,"Oceania","85-89",14863,21721
"713",1953,"Oceania","90-94",3501,5787
"714",1953,"Oceania","95-99",431,805.5
"715",1953,"South-Eastern Asia","0-4",14705865,14287384
"716",1953,"South-Eastern Asia","10-14",9951363.5,10097163
"717",1953,"South-Eastern Asia","100+",140.5,420
"718",1953,"South-Eastern Asia","15-19",9281351,9401578.5
"719",1953,"South-Eastern Asia","20-24",8168117,8234409.5
"720",1953,"South-Eastern Asia","25-29",6958439.5,6890291.5
"721",1953,"South-Eastern Asia","30-34",5861131.5,5765567.5
"722",1953,"South-Eastern Asia","35-39",5140469,5045994.5
"723",1953,"South-Eastern Asia","40-44",4531245.5,4433057
"724",1953,"South-Eastern Asia","45-49",3756569,3727511
"725",1953,"South-Eastern Asia","5-9",10954638,11027339.5
"726",1953,"South-Eastern Asia","50-54",3019574,3013187.5
"727",1953,"South-Eastern Asia","55-59",2200475.5,2325914
"728",1953,"South-Eastern Asia","60-64",1549204,1727328.5
"729",1953,"South-Eastern Asia","65-69",1053302,1233817
"730",1953,"South-Eastern Asia","70-74",645509,780715
"731",1953,"South-Eastern Asia","75-79",363593,449018.5
"732",1953,"South-Eastern Asia","80-84",164260.5,208007
"733",1953,"South-Eastern Asia","85-89",49262.5,67206.5
"734",1953,"South-Eastern Asia","90-94",10755,18333.5
"735",1953,"South-Eastern Asia","95-99",1032,2563.5
"736",1953,"Sub-Saharan Africa","0-4",16287159,16220574
"737",1953,"Sub-Saharan Africa","10-14",10775164,10772521.5
"738",1953,"Sub-Saharan Africa","100+",164,175.5
"739",1953,"Sub-Saharan Africa","15-19",9405356,9478226
"740",1953,"Sub-Saharan Africa","20-24",8241188.5,8336891.5
"741",1953,"Sub-Saharan Africa","25-29",7153092,7212572.5
"742",1953,"Sub-Saharan Africa","30-34",6179174,6192558
"743",1953,"Sub-Saharan Africa","35-39",5266225.5,5253949
"744",1953,"Sub-Saharan Africa","40-44",4400314,4408946
"745",1953,"Sub-Saharan Africa","45-49",3619272,3687841
"746",1953,"Sub-Saharan Africa","5-9",12726954.5,12620976.5
"747",1953,"Sub-Saharan Africa","50-54",2896060.5,3067919.5
"748",1953,"Sub-Saharan Africa","55-59",2264223,2509506.5
"749",1953,"Sub-Saharan Africa","60-64",1716443.5,1961696
"750",1953,"Sub-Saharan Africa","65-69",1244289,1462942
"751",1953,"Sub-Saharan Africa","70-74",820275,989913.5
"752",1953,"Sub-Saharan Africa","75-79",450637.5,571240
"753",1953,"Sub-Saharan Africa","80-84",194285,261582.5
"754",1953,"Sub-Saharan Africa","85-89",60419.5,82526
"755",1953,"Sub-Saharan Africa","90-94",12027,16060.5
"756",1953,"Sub-Saharan Africa","95-99",1733,2084
"757",1954,"Central and Southern Asia","0-4",44126723.5,42018776.5
"758",1954,"Central and Southern Asia","10-14",28590111.5,27301056
"759",1954,"Central and Southern Asia","100+",445.5,954
"760",1954,"Central and Southern Asia","15-19",26791757.5,25646831.5
"761",1954,"Central and Southern Asia","20-24",24145832.5,22660054.5
"762",1954,"Central and Southern Asia","25-29",21757407.5,19854116.5
"763",1954,"Central and Southern Asia","30-34",18850156,17131860
"764",1954,"Central and Southern Asia","35-39",16353222.5,14810083
"765",1954,"Central and Southern Asia","40-44",14216447.5,12972683
"766",1954,"Central and Southern Asia","45-49",12228465,11103664.5
"767",1954,"Central and Southern Asia","5-9",32369495,30915026.5
"768",1954,"Central and Southern Asia","50-54",9910937.5,8960361.5
"769",1954,"Central and Southern Asia","55-59",7909269.5,7380255
"770",1954,"Central and Southern Asia","60-64",5582700,5152536.5
"771",1954,"Central and Southern Asia","65-69",4223196.5,4144104
"772",1954,"Central and Southern Asia","70-74",2337528,2257981
"773",1954,"Central and Southern Asia","75-79",1490827.5,1473332.5
"774",1954,"Central and Southern Asia","80-84",629964.5,657303
"775",1954,"Central and Southern Asia","85-89",188322,217087
"776",1954,"Central and Southern Asia","90-94",33843.5,48969.5
"777",1954,"Central and Southern Asia","95-99",3976,7171
"778",1954,"Eastern Asia","0-4",59628006.5,56993719
"779",1954,"Eastern Asia","10-14",36571631,33092567.5
"780",1954,"Eastern Asia","100+",250,860.5
"781",1954,"Eastern Asia","15-19",35400584.5,31871864
"782",1954,"Eastern Asia","20-24",32358755,29979916
"783",1954,"Eastern Asia","25-29",28215232.5,26714377.5
"784",1954,"Eastern Asia","30-34",24328963.5,23876326
"785",1954,"Eastern Asia","35-39",21556184.5,21263563
"786",1954,"Eastern Asia","40-44",19670030.5,19180028.5
"787",1954,"Eastern Asia","45-49",17374738.5,17397076.5
