"","Region","Year","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+","Gender"
"106","Northern Africa and Western Asia","1981","19048.8565","16288.5545","14244.523","12465.2795","10514.814","8812.001","7069.4865","5518.5925","4928.338","4377.6255","3719.209","2887.005","2135.3395","1591.24","1125.495","669.433","312.2825","110.339","28.929","3.9705","0.192","Male"
"107","Northern Africa and Western Asia","1982","19543.715","16674.0475","14622.629","12807.634","10898.91","9158.2345","7397.712","5764.4035","4975.576","4468.0545","3813.2915","3000.6065","2209.6165","1614.8135","1146.4535","686.852","320.8205","110.5595","28.186","4.1405","0.1955","Male"
"108","Northern Africa and Western Asia","1983","20035.415","17067.122","15005.084","13136.994","11315.858","9504.6215","7742.519","6064.407","5028.992","4559.1165","3904.8515","3118.9845","2291.4485","1643.683","1165.845","704.5445","330.634","111.716","27.663","4.3735","0.2415","Male"
"109","Northern Africa and Western Asia","1984","20491.681","17504.97","15380.4575","13457.4995","11709.3375","9853.047","8104.049","6389.5225","5106.4365","4638.4595","3986.1715","3233.273","2378.8045","1681.16","1184.8645","721.6355","340.6385","113.699","27.2905","4.4525","0.2985","Male"
"110","Northern Africa and Western Asia","1985","20891.088","17975.1115","15745.281","13777.281","12067.838","10202.7885","8476.4775","6721.013","5227.9385","4700.542","4058.543","3335.846","2470.6795","1729.086","1202.3005","738.8215","350.5935","116.4835","27.133","4.398","0.345","Male"
"111","Northern Africa and Western Asia","1986","21258.9445","18458.773","16114.434","14125.96","12399.8925","10542.974","8841.4525","7052.4975","5411.281","4751.5545","4137.46","3429.4895","2569.163","1787.426","1219.526","755.5505","360.8495","119.756","27.1505","4.242","0.372","Male"
"112","Northern Africa and Western Asia","1987","21598.738","18957.276","16490.861","14503.2535","12704.859","10892.713","9185.547","7385.371","5661.783","4793.7505","4221.664","3518.009","2674.8935","1855.096","1239.4385","770.5205","370.9605","123.431","27.342","4.051","0.378","Male"
"113","Northern Africa and Western Asia","1988","21898.762","19449.4095","16879.741","14874.2445","13003.023","11261.0135","9510.6135","7722.178","5961.1195","4839.289","4300.075","3598.709","2782.8785","1928.984","1262.74","784.147","380.5275","127.4175","27.7195","3.915","0.375","Male"
"114","Northern Africa and Western Asia","1989","22159.6395","19918.949","17314.3395","15226.376","13319.4585","11623.8725","9838.2495","8073.729","6282.446","4911.852","4371.945","3672.889","2887.429","2007.8925","1293.2585","798.672","390.8425","131.6515","28.4255","3.9005","0.378","Male"
"115","Northern Africa and Western Asia","1990","22302.1375","20295.1425","17732.797","15550.2205","13661.339","11976.302","10161.97","8416.218","6589.3255","5014.223","4424.2795","3737.1505","2980.421","2088.813","1333.12","812.3655","401.0745","135.8515","29.3115","3.913","0.3755","Male"
"116","Northern Africa and Western Asia","1991","22408.47","20648.192","18170.909","15880.1385","14014.6485","12316.339","10501.66","8769.332","6906.305","5184.0905","4470.509","3809.9215","3065.897","2176.0185","1381.9325","824.829","409.932","139.9555","30.1625","3.9045","0.358","Male"
"117","Northern Africa and Western Asia","1992","22562.1835","21029.4715","18684.0555","16233.907","14363.716","12622.598","10862.1425","9123.9155","7242.1835","5433.2635","4519.2485","3897.8095","3151.986","2271.653","1441.0095","842.0745","418.858","144.1125","31.1885","3.9815","0.3415","Male"
"118","Northern Africa and Western Asia","1993","22705.6355","21381.472","19211.2485","16618.7495","14715.8045","12935.7305","11232.506","9451.584","7574.471","5718.89","4562.727","3977.3425","3231.2555","2368.6015","1506.5365","865.435","428.914","148.5435","32.4935","4.1325","0.3365","Male"
"119","Northern Africa and Western Asia","1994","22818.767","21689.0145","19699.0885","17052.684","15042.711","13277.2665","11604.829","9775.7295","7915.7465","6020.6085","4622.3805","4044.398","3299.14","2459.18","1573.0895","893.209","440.5255","153.0885","33.854","4.3535","0.3445","Male"
"120","Northern Africa and Western Asia","1995","22902.644","21916.247","20128.356","17524.2585","15335.514","13603.6055","11949.4905","10098.071","8266.5825","6329.52","4722.887","4103.896","3366.827","2546.471","1641.7675","928.039","453.045","158.1425","35.294","4.6425","0.3625","Male"
"121","Northern Africa and Western Asia","1996","22967.592","22087.126","20520.5005","18038.669","15644.567","13906.2545","12260.246","10417.882","8616.784","6648.0375","4881.4695","4156.9375","3444.5135","2633.54","1716.047","969.3735","466.517","163.4085","36.877","4.935","0.396","Male"
"122","Northern Africa and Western Asia","1997","23020.0155","22233.7995","20875.3885","18575.882","16006.0705","14203.559","12540.553","10743.298","8944.8865","6973.237","5103.017","4197.419","3525.212","2717.5715","1795.4405","1014.438","481.105","168.586","38.423","5.2165","0.446","Male"
"123","Northern Africa and Western Asia","1998","23070.1875","22346.9815","21178.0565","19091.419","16446.1045","14518.2155","12824.912","11090.26","9261.206","7308.5205","5380.309","4234.0285","3598.763","2793.3725","1877.0175","1060.629","496.8035","174.151","39.9435","5.521","0.4945","Male"
"124","Northern Africa and Western Asia","1999","23127.168","22427.031","21426.3255","19546.1995","16956.4875","14852.423","13126.6985","11438.014","9579.06","7660.517","5688.4035","4289.572","3663.9335","2859.9915","1958.41","1107.822","514.316","180.21","41.4045","5.824","0.5435","Male"
"125","Northern Africa and Western Asia","2000","23217.074","22524.303","21682.2555","19994.959","17527.3595","15223.7535","13448.171","11770.21","9892.2745","8011.6445","6002.1595","4382.123","3719.8095","2923.03","2039.2515","1158.254","535.352","186.5945","43.0745","6.1455","0.6","Male"
"126","Northern Africa and Western Asia","2001","23339.293","22619.0585","21946.8715","20456.857","18129.6165","15641.139","13795.2325","12090.7875","10202.829","8348.206","6315.5435","4524.235","3764.297","2986.882","2116.4945","1213.029","559.456","193.0335","44.7875","6.4885","0.653","Male"
"127","Northern Africa and Western Asia","2002","23491.1695","22688.2145","22175.636","20886.6745","18721.1265","16107.592","14162.489","12402.9825","10531.8625","8669.785","6630.6685","4725.9835","3797.972","3052.939","2189.963","1273.2435","585.6265","199.973","46.41","6.7645","0.694","Male"
"128","Northern Africa and Western Asia","2003","23678.819","22735.327","22355.104","21265.528","19281.8835","16632.541","14542.0295","12714.022","10879.9475","8976.585","6949.624","4977.101","3828.9885","3115.193","2258.5515","1338.3805","614.3375","207.53","48.0895","6.945","0.7465","Male"
"129","Northern Africa and Western Asia","2004","23917.89","22776.763","22477.515","21600.715","19811.063","17224.249","14939.028","13041.748","11224.361","9276.0365","7281.172","5252.271","3872.622","3170.526","2320.195","1405.5225","645.757","216.252","49.9825","7.0485","0.7815","Male"
"130","Northern Africa and Western Asia","2005","24213.754","22855.827","22551.7765","21896.0525","20320.6735","17870.2815","15373.4245","13405.6155","11567.977","9578.964","7618.3385","5544.5395","3950.4075","3219.5305","2377.0685","1473.4445","680.114","227.437","52.229","7.273","0.774","Male"
"131","Northern Africa and Western Asia","2006","24553.9205","22957.5545","22560.6805","22133.054","20836.7465","18574.3025","15879.0495","13818.8925","11932.2895","9904.5875","7957.7885","5854.7385","4081.2545","3261.4035","2433.1015","1539.953","717.9765","240.513","54.714","7.6615","0.7585","Male"
"132","Northern Africa and Western Asia","2007","24965.7315","23075.8745","22529.3775","22314.543","21365.2305","19350.4795","16483.5405","14274.4385","12311.6405","10266.1855","8293.4015","6174.825","4267.8445","3293.2015","2488.982","1602.8685","759.777","254.652","57.485","8.2055","0.7375","Male"
"133","Northern Africa and Western Asia","2008","25485.789","23290.2035","22541.444","22452.1165","21818.9985","20086.766","17155.558","14725.0555","12696.8365","10655.309","8609.46","6507.0245","4505.0885","3321.8715","2539.205","1655.4475","803.4735","269.9055","60.1655","8.7695","0.7575","Male"
"134","Northern Africa and Western Asia","2009","26063.3335","23581.486","22608.949","22534.3085","22170.456","20704.7125","17859.0615","15166.3535","13071.7935","11060.443","8902.379","6857.925","4768.872","3365.8855","2581.03","1696.63","844.3615","285.9905","63.0455","9.2865","0.8295","Male"
"135","Northern Africa and Western Asia","2010","26668.4335","23878.1335","22717.2895","22546.718","22447.9945","21241.0285","18562.5815","15631.8975","13412.427","11474.615","9180.1865","7209.221","5041.593","3443.825","2614.92","1737.034","882.459","303.3365","67.2335","9.8615","0.9235","Male"
"136","Northern Africa and Western Asia","2011","27297.442","24237.004","22866.85","22521.973","22664.634","21777.2965","19268.8965","16173.2715","13779.432","11877.78","9487.9125","7537.7015","5324.1735","3563.8205","2642.847","1775.792","917.0605","319.647","71.725","10.2535","1.01","Male"
"137","Northern Africa and Western Asia","2012","27946.283","24718.4375","23047.879","22514.249","22820.072","22318.443","19981.5175","16778.7245","14211.8235","12246.334","9859.626","7834.391","5618.027","3725.566","2668.9005","1810.0185","949.5385","334.8685","76.1335","10.671","1.1305","Male"
"138","Northern Africa and Western Asia","2013","28611.7205","25333.5345","23303.054","22545.814","22901.7475","22769.635","20665.012","17416.724","14678.2275","12587.4975","10278.5555","8107.7905","5929.0035","3923.0295","2699.427","1841.9775","982.814","352.1815","81.1445","11.464","1.3015","Male"
"139","Northern Africa and Western Asia","2014","29245.238","26011.843","23625.91","22630.5835","22963.2395","23163.8485","21335.114","18134.748","15191.289","12940.769","10718.015","8384.0425","6258.469","4141.27","2743.3815","1871.6495","1014.189","370.8275","86.6215","12.801","1.511","Male"
"140","Northern Africa and Western Asia","2015","29778.941","26710.152","23973.37","22767.7745","23020.403","23524.4835","21986.2345","18898.2875","15760.6045","13326.3695","11160.6365","8683.018","6587.682","4377.99","2811.6365","1898.885","1041.9165","389.228","92.027","14.51","1.741","Male"
"141","Northern Africa and Western Asia","2016","30153.819","27379.3675","24352.9535","22933.449","23036.2045","23763.393","22527.078","19606.714","16318.6925","13718.1","11570.673","8999.9555","6894.638","4632.5685","2914.3625","1922.9665","1066.537","405.8775","96.77","15.7595","1.8845","Male"
"142","Northern Africa and Western Asia","2017","30366.362","27997.6735","24801.163","23120.7145","23029.043","23831.0225","22887.759","20191.9265","16803.816","14079.929","11900.234","9334.8815","7161.138","4896.36","3056.369","1947.4265","1091.352","421.9775","101.5265","16.7355","1.968","Male"
"143","Northern Africa and Western Asia","2018","30400.3605","28593.0225","25336.9435","23349.7305","23058.653","23813.666","23125.13","20671.554","17245.5945","14408.2595","12155.4085","9687.195","7383.3995","5166.889","3229.6305","1975.946","1115.2655","437.145","106.111","17.419","2.036","Male"
"144","Northern Africa and Western Asia","2019","30234.739","29151.1825","25947.6205","23626.694","23194.0425","23842.2265","23318.2335","21061.946","17720.713","14729.887","12396.5675","10047.014","7608.515","5457.508","3426.411","2018.0315","1143.0055","456.5745","111.862","17.66","2.049","Male"
"145","Northern Africa and Western Asia","2020","29953.202","29615.211","26626.38","23939.459","23418.8095","23917.3525","23450.386","21334.8355","18204.895","15061.659","12629.0495","10398.1025","7845.518","5743.586","3629.402","2069.472","1161.658","473.81","117.055","17.5355","1.897","Male"
"146","Northern Africa and Western Asia","2021","29664.608","29920.2865","27305.239","24301.6","23732.8575","24193.6825","23688.665","21630.7605","18668.16","15369.6815","12833.496","10693.334","8057.2765","5976.2105","3821.419","2128.7925","1162.4235","483.5415","122.1655","17.953","1.6235","Male"
"147","Northern Africa and Western Asia","2022","29450.3105","30098.67","27973.9525","24792.076","24073.6895","24566.6995","24081.8655","22157.204","19273.902","15826.344","13140.6315","10984.3205","8337.774","6182.264","4028.753","2227.605","1169.482","492.694","128.034","18.6275","1.539","Male"
"148","Northern Africa and Western Asia","2023","29321.1825","30067.264","28577.343","25356.897","24279","24700.1515","24400.244","22740.6945","19957.313","16458.2255","13556.7055","11296.3345","8723.7745","6390.179","4260.06","2365.982","1189.6085","501.407","132.6145","18.877","1.6455","Male"
"149","Central and Southern Asia","1950","37350.16","29460.662","27608.7865","25063.7515","22807.1325","19890.0635","17350.7075","15184.552","13318.6055","11006.2115","9162.7675","6686.8755","5494.77","3363.629","2480.9265","1392.216","596.446","180.8635","37.022","6.43","0.1495","Male"
"150","Central and Southern Asia","1951","38927.1375","29994.747","27883.9395","25459.8755","23188.3185","20343.838","17705.5035","15446.212","13576.555","11272.8195","9405.38","6905.759","5577.6015","3524.192","2440.4495","1415.854","603.7515","182.6525","35.3115","5.297","0.339","Male"
"151","Central and Southern Asia","1952","40613.302","30630.215","28104.956","25921.514","23532.6615","20834.422","18079.8785","15736.565","13803.5695","11587.107","9587.5785","7221.728","5577.8","3761.109","2377.2535","1449.3415","611.091","184.1815","33.938","4.821","0.4665","Male"
"152","Central and Southern Asia","1953","42439.8635","31332.9655","28313.826","26384.928","23833.834","21311.2125","18455.0015","16038.574","14004.758","11918.654","9736.7515","7579.6055","5551.389","4017.5025","2329.484","1478.6795","619.383","185.842","33.454","4.4045","0.4925","Male"
"153","Central and Southern Asia","1954","44126.7235","32369.495","28590.1115","26791.7575","24145.8325","21757.4075","18850.156","16353.2225","14216.4475","12228.465","9910.9375","7909.2695","5582.7","4223.1965","2337.528","1490.8275","629.9645","188.322","33.8435","3.976","0.4455","Male"
"154","Central and Southern Asia","1955","45576.683","33792.3655","28992.662","27133.4505","24496.4115","22178.2705","19274.726","16688.8735","14456.257","12508.685","10130.802","8186.485","5699.9015","4361.7605","2407.2215","1487.852","641.852","191.7065","34.604","3.771","0.3725","Male"
"155","Central and Southern Asia","1956","46987.018","35345.0665","29526.077","27412.2695","24892.37","22558.277","19723.8815","17040.354","14715.8825","12761.6725","10387.7165","8413.5605","5899.779","4434.6295","2534.015","1467.933","657.7965","195.261","35.371","3.703","0.336","Male"
"156","Central and Southern Asia","1957","48367.445","37016.592","30155.9755","27618.6925","25312.6085","22857.868","20172.393","17385.0485","14985.583","12974.6105","10681.207","8582.4575","6178.985","4440.7705","2713.495","1434.736","678.257","198.57","36.0945","3.6595","0.3315","Male"
"157","Central and Southern Asia","1958","49698.8195","38837.4045","30856.777","27821.912","25751.745","23136.6705","20626.0015","17744.153","15275.7795","13169.863","10994.8855","8725.4545","6495.3675","4428.9765","2906.026","1412.748","695.959","202.2655","36.8145","3.693","0.324","Male"
"158","Central and Southern Asia","1959","50986.4025","40525.2785","31891.293","28116.1285","26178.775","23468.6365","21082.8765","18145.605","15593.432","13385.1165","11295.107","8895.8095","6789.8935","4466.9375","3060.9105","1426.712","704.552","207.1725","37.7305","3.8175","0.307","Male"
